Mod:Item:MetaData, Localized Name
gregtech:meta_block_compressed_18:7, Block of Soapstone
gregtech:meta_block_compressed_18:9, Block of Magnetic Iron
gregtech:meta_block_compressed_18:10, Block of Magnetic Steel
gregtech:meta_block_compressed_18:11, Block of Magnetic Neodymium
gregtech:meta_block_compressed_18:12, Block of Tungstencarbide
gregtech:meta_block_compressed_18:13, Block of Vanadiumsteel
gregtech:meta_block_compressed_18:14, Block of HSS-G
gregtech:meta_block_compressed_18:15, Block of HSS-E
gregtech:meta_block_compressed_56:0, Block of Reprecipitated Platinum
gregtech:meta_block_compressed_56:2, Block of Platinum Residue
gregtech:meta_block_compressed_56:4, Block of Platinum Metallic Powder
gregtech:meta_block_compressed_56:5, Block of Refined Platinum Salt
gregtech:meta_block_compressed_56:6, Block of Platinum Salt
gregtech:meta_block_compressed_56:8, Block of Zirkelite
gregtech:meta_block_compressed_56:9, Block of Zirconium Carbide
gregtech:meta_block_compressed_56:10, Block of Yttrium Oxide
gregtech:meta_block_compressed_56:11, Block of Circuit Compound MK III
gregtech:meta_block_compressed_56:12, Block of Bismuth Tellurite
gregtech:meta_block_compressed_56:13, Block of Dibismuthhydroborat
gregtech:meta_block_compressed_56:14, Block of Prasiolite
gregtech:meta_block_compressed_56:15, Block of Cubic Zirconia
gregtech:meta_block_compressed_4:0, Block of Strontium
gregtech:meta_block_compressed_4:1, Block of Sulfur
gregtech:meta_block_compressed_4:2, Block of Tantalum
gregtech:meta_block_compressed_4:3, Block of Tellurium
gregtech:meta_block_compressed_4:4, Block of Terbium
gregtech:meta_block_compressed_4:5, Block of Thorium
gregtech:meta_block_compressed_4:6, Block of Thulium
gregtech:meta_block_compressed_4:7, Block of Tin
gregtech:meta_block_compressed_4:8, Block of Titanium
gregtech:meta_block_compressed_4:10, Block of Tungsten
gregtech:meta_block_compressed_4:11, Block of Uranium 238
gregtech:meta_block_compressed_4:12, Block of Uranium 235
gregtech:meta_block_compressed_4:13, Block of Vanadium
gregtech:meta_block_compressed_4:14, Block of Yttrium
gregtech:meta_block_compressed_4:15, Block of Zinc
gregtech:meta_block_compressed_15:0, Block of Basalt
gregtech:meta_block_compressed_15:1, Block of Andesite
gregtech:meta_block_compressed_15:2, Block of Diorite
gregtech:meta_block_compressed_15:3, Block of Red Garnet
gregtech:meta_block_compressed_15:4, Block of Yellow Garnet
gregtech:meta_block_compressed_15:6, Block of Sugar
gregtech:meta_block_compressed_15:7, Block of Vinteum
gregtech:meta_block_compressed_15:8, Block of Redrock
gregtech:meta_block_compressed_15:9, Block of Potassium Feldspar
gregtech:meta_block_compressed_15:10, Block of Biotite
gregtech:meta_block_compressed_15:11, Block of Black Granite
gregtech:meta_block_compressed_15:13, Block of Chrysotile
gregtech:meta_block_compressed_15:14, Block of Realgar
gregtech:meta_block_compressed_15:15, Block of Vanadium Magnetite
gregtech:meta_block_compressed_42:0, Block of Periodicium
gregtech:meta_block_compressed_42:1, Block of Quantumchromodynamically Confined Matter
gregtech:meta_block_compressed_42:2, Block of Superheavy-L Alloy
gregtech:meta_block_compressed_42:3, Block of Superheavy-H Alloy
gregtech:meta_block_compressed_42:4, Block of Meitnerium
gregtech:meta_block_compressed_42:5, Block of Roentgenium
gregtech:meta_block_compressed_42:6, Block of Nihonium
gregtech:meta_block_compressed_42:7, Block of Moscovium
gregtech:meta_block_compressed_42:8, Block of Livermorium
gregtech:meta_block_compressed_42:9, Block of Tennessine
gregtech:meta_block_compressed_42:10, Block of Heavy Quark Degenerate Matter
gregtech:meta_block_compressed_42:11, Block of Metastable Hassium
gregtech:meta_block_compressed_42:12, Block of Indium Phosphide
gregtech:meta_block_compressed_42:13, Block of Lithium Niobate
gregtech:meta_block_compressed_42:14, Block of Lutetium Thulium Yttrium Vanadate
gregtech:meta_block_compressed_42:15, Block of Praseodymium Holmium Yttrium Lithium Fluoride
gregtech:meta_block_compressed_54:0, Block of Rhodium Nitrate
gregtech:meta_block_compressed_54:1, Block of Sodium Nitrate
gregtech:meta_block_compressed_54:3, Block of Rhodium Salt
gregtech:meta_block_compressed_54:4, Block of Crude Rhodium Metal
gregtech:meta_block_compressed_54:5, Block of Rhodium
gregtech:meta_block_compressed_54:6, Block of Metallic Sludge Dust Residue
gregtech:meta_block_compressed_54:7, Block of Iridium Chloride
gregtech:meta_block_compressed_54:10, Block of Iridium Dioxide
gregtech:meta_block_compressed_54:12, Block of Sludge Dust Residue
gregtech:meta_block_compressed_54:13, Block of Iridium Metal Residue
gregtech:meta_block_compressed_54:14, Block of Rarest Metal Residue
gregtech:meta_block_compressed_17:0, Block of Spodumene
gregtech:meta_block_compressed_17:1, Block of Pollucite
gregtech:meta_block_compressed_17:2, Block of Lepidolite
gregtech:meta_block_compressed_17:3, Block of Glauconite
gregtech:meta_block_compressed_17:4, Block of Glauconite Sand
gregtech:meta_block_compressed_17:5, Block of Vermiculite
gregtech:meta_block_compressed_17:6, Block of Bentonite
gregtech:meta_block_compressed_17:7, Block of Fullers Earth
gregtech:meta_block_compressed_17:8, Block of Pitchblende
gregtech:meta_block_compressed_17:9, Block of Monazite
gregtech:meta_block_compressed_17:10, Block of Malachite
gregtech:meta_block_compressed_17:11, Block of Mirabilite
gregtech:meta_block_compressed_17:12, Block of Mica
gregtech:meta_block_compressed_17:13, Block of Trona
gregtech:meta_block_compressed_17:14, Block of Barite
gregtech:meta_block_compressed_17:15, Block of Gypsum
gregtech:meta_block_compressed_1:0, Block of Chrome
gregtech:meta_block_compressed_1:1, Block of Cobalt
gregtech:meta_block_compressed_1:2, Block of Copper
gregtech:meta_block_compressed_1:4, Block of Dysprosium
gregtech:meta_block_compressed_1:5, Block of Erbium
gregtech:meta_block_compressed_1:6, Block of Europium
gregtech:meta_block_compressed_1:8, Block of Gadolinium
gregtech:meta_block_compressed_1:9, Block of Gallium
gregtech:meta_block_compressed_1:11, Block of Holmium
gregtech:meta_block_compressed_1:15, Block of Indium
gregtech:meta_block_compressed_2:0, Block of Iridium
gregtech:meta_block_compressed_2:2, Block of Lanthanum
gregtech:meta_block_compressed_2:3, Block of Lead
gregtech:meta_block_compressed_2:4, Block of Lithium
gregtech:meta_block_compressed_2:5, Block of Lutetium
gregtech:meta_block_compressed_2:6, Block of Magnesium
gregtech:meta_block_compressed_2:7, Block of Manganese
gregtech:meta_block_compressed_2:9, Block of Molybdenum
gregtech:meta_block_compressed_2:10, Block of Neodymium
gregtech:meta_block_compressed_2:11, Block of Darmstadtium
gregtech:meta_block_compressed_2:12, Block of Nickel
gregtech:meta_block_compressed_2:13, Block of Niobium
gregtech:meta_block_compressed_2:15, Block of Osmium
gregtech:meta_block_compressed_19:0, Block of HSS-S
gregtech:meta_block_compressed_19:3, Block of Naquadah
gregtech:meta_block_compressed_19:4, Block of Naquadah Alloy
gregtech:meta_block_compressed_19:5, Block of Enriched Naquadah
gregtech:meta_block_compressed_19:6, Block of Naquadria
gregtech:meta_block_compressed_19:7, Block of Tritanium
gregtech:meta_block_compressed_19:8, Block of Duranium
gregtech:meta_block_compressed_19:9, Block of Borax
gregtech:meta_block_compressed_52:0, Block of Potassium Metabisulfite
gregtech:meta_block_compressed_52:2, Block of Silver Chloride
gregtech:meta_block_compressed_52:3, Block of Silver Oxide
gregtech:meta_block_compressed_52:5, Block of Copernicium
gregtech:meta_block_compressed_52:6, Block of Polonium
gregtech:meta_block_compressed_52:8, Block of Polybenzimidazole (PBI)
gregtech:meta_block_compressed_52:13, Block of Potassium Dichromate
gregtech:meta_block_compressed_7:0, Block of Electrum
gregtech:meta_block_compressed_7:2, Block of Galena
gregtech:meta_block_compressed_7:3, Block of Garnierite
gregtech:meta_block_compressed_7:5, Block of Green Sapphire
gregtech:meta_block_compressed_7:6, Block of Grossular
gregtech:meta_block_compressed_7:9, Block of Ilmenite
gregtech:meta_block_compressed_7:10, Block of Rutile
gregtech:meta_block_compressed_7:11, Block of Bauxite
gregtech:meta_block_compressed_7:13, Block of Magnesium Chloride
gregtech:meta_block_compressed_7:14, Block of Invar
gregtech:meta_block_compressed_7:15, Block of Kanthal
gregtech:meta_block_compressed_44:0, Block of Rhodochrosite
gregtech:meta_block_compressed_44:1, Block of Electrically Impure Copper
gregtech:meta_block_compressed_44:2, Block of Metastable Flerovium
gregtech:meta_block_compressed_44:3, Block of Metastable Oganesson
gregtech:meta_block_compressed_44:4, Block of Titanium 50
gregtech:meta_block_compressed_44:5, Block of Carbon Nanotubes
gregtech:meta_block_compressed_44:6, Block of Lithium Titanate
gregtech:meta_block_compressed_44:8, Block of Caliche
gregtech:meta_block_compressed_44:9, Block of Zircon
gregtech:meta_block_compressed_44:10, Block of Taranium
gregtech:meta_block_compressed_44:11, Block of Trinium Titanium
gregtech:meta_block_compressed_44:12, Block of Proto Adamantium
gregtech:meta_block_compressed_44:13, Block of Vibranium
gregtech:meta_block_compressed_44:14, Block of Adamantium
gregtech:meta_block_compressed_44:15, Block of Trinium
gregtech:meta_block_compressed_55:2, Block of Sodium Ruthenate
gregtech:meta_block_compressed_55:3, Block of Ruthenium
gregtech:meta_block_compressed_55:4, Block of Calcium Chloride
gregtech:meta_block_compressed_55:7, Block of Leach Residue
gregtech:meta_block_compressed_55:10, Block of Sodium Sulfate
gregtech:meta_block_compressed_55:12, Block of Palladium Salt
gregtech:meta_block_compressed_55:13, Block of Reprecipitated Palladium
gregtech:meta_block_compressed_55:14, Block of Palladium Metallic Powder
gregtech:meta_block_compressed_47:1, Block of Calcium Tungstate
gregtech:meta_block_compressed_47:2, Block of Organic Fertilizer
gregtech:meta_block_compressed_47:3, Block of Abyssal Alloy
gregtech:meta_block_compressed_47:4, Block of Astatine
gregtech:meta_block_compressed_47:5, Block of Iodine
gregtech:meta_block_compressed_47:7, Block of Selenium
gregtech:meta_block_compressed_47:8, Block of Germanium
gregtech:meta_block_compressed_47:9, Block of Thallium
gregtech:meta_block_compressed_47:10, Block of Technetium
gregtech:meta_block_compressed_47:11, Block of Rhenium
gregtech:meta_block_compressed_47:12, Block of Hafnium
gregtech:meta_block_compressed_47:13, Block of Actinium
gregtech:meta_block_compressed_47:14, Block of Radium
gregtech:meta_block_compressed_47:15, Block of Francium
gregtech:meta_block_compressed_11:4, Block of Soldering Alloy
gregtech:meta_block_compressed_11:5, Block of Spessartine
gregtech:meta_block_compressed_11:6, Block of Sphalerite
gregtech:meta_block_compressed_11:7, Block of Stainless Steel
gregtech:meta_block_compressed_11:8, Block of Steel
gregtech:meta_block_compressed_11:9, Block of Stibnite
gregtech:meta_block_compressed_11:11, Block of Tanzanite
gregtech:meta_block_compressed_11:12, Block of Tetrahedrite
gregtech:meta_block_compressed_11:13, Block of Tin Alloy
gregtech:meta_block_compressed_11:14, Block of Topaz
gregtech:meta_block_compressed_11:15, Block of Tungstate
gregtech:meta_block_compressed_0:1, Block of Aluminium
gregtech:meta_block_compressed_0:2, Block of Americium
gregtech:meta_block_compressed_0:3, Block of Antimony
gregtech:meta_block_compressed_0:5, Block of Arsenic
gregtech:meta_block_compressed_0:6, Block of Barium
gregtech:meta_block_compressed_0:7, Block of Beryllium
gregtech:meta_block_compressed_0:8, Block of Bismuth
gregtech:meta_block_compressed_0:9, Block of Boron
gregtech:meta_block_compressed_0:10, Block of Caesium
gregtech:meta_block_compressed_0:11, Block of Calcium
gregtech:meta_block_compressed_0:12, Block of Carbon
gregtech:meta_block_compressed_0:13, Block of Cadmium
gregtech:meta_block_compressed_0:14, Block of Cerium
gregtech:meta_block_compressed_59:7, Block of Blizz
gregtech:meta_block_compressed_59:9, Block of Ferrosilite
gregtech:meta_block_compressed_59:11, Block of Arsenic Trioxide
gregtech:meta_block_compressed_59:12, Block of Cobalt Oxide
gregtech:meta_block_compressed_59:13, Block of Zincite
gregtech:meta_block_compressed_59:14, Block of Antimony Trioxide
gregtech:meta_block_compressed_59:15, Block of Massicot
gregtech:meta_block_compressed_48:2, Block of Beryllium Fluoride
gregtech:meta_block_compressed_48:4, Block of Potassium Fluoride
gregtech:meta_block_compressed_48:5, Block of Sodium Fluoride
gregtech:meta_block_compressed_48:6, Block of Lithium Fluoride
gregtech:meta_block_compressed_48:7, Block of Naquadriatic Taranium
gregtech:meta_block_compressed_48:9, Block of Mendelevium 263
gregtech:meta_block_compressed_48:10, Block of Mendelevium 261
gregtech:meta_block_compressed_48:11, Block of Mendelevium 259
gregtech:meta_block_compressed_48:12, Block of Mendelevium
gregtech:meta_block_compressed_48:13, Block of Fermium 263
gregtech:meta_block_compressed_48:14, Block of Fermium 262
gregtech:meta_block_compressed_48:15, Block of Fermium 259
gregtech:meta_block_compressed_22:1, Block of Ytterbium
gregtech:meta_block_compressed_22:4, Block of Fireclay
gregtech:meta_block_compressed_22:5, Block of Coke
gregtech:meta_block_compressed_22:6, Block of Tenorite
gregtech:meta_block_compressed_22:7, Block of Cuprite
gregtech:meta_block_compressed_22:8, Block of Bornite
gregtech:meta_block_compressed_22:9, Block of Chalcocite
gregtech:meta_block_compressed_22:10, Block of Enargite
gregtech:meta_block_compressed_22:11, Block of Tennantite
gregtech:meta_block_compressed_22:12, Block of Borosilicate Glass
gregtech:meta_block_compressed_45:0, Block of High Durability Compound Steel
gregtech:meta_block_compressed_45:1, Block of Cinobite
gregtech:meta_block_compressed_45:2, Block of UXV Superconductor
gregtech:meta_block_compressed_45:3, Block of UXV Superconductor Base
gregtech:meta_block_compressed_45:4, Block of UMV Superconductor
gregtech:meta_block_compressed_45:5, Block of UMV Superconductor Base
gregtech:meta_block_compressed_45:6, Block of UIV Superconductor
gregtech:meta_block_compressed_45:7, Block of UIV Superconductor Base
gregtech:meta_block_compressed_45:8, Block of Fullerene Polymer Matrix
gregtech:meta_block_compressed_45:9, Block of Zylon
gregtech:meta_block_compressed_45:10, Block of Polyetheretherketone (PEEK)
gregtech:meta_block_compressed_45:11, Block of Hastelloy K243
gregtech:meta_block_compressed_45:12, Block of Hastelloy X78
gregtech:meta_block_compressed_45:13, Block of Enriched Naquadah Alloy
gregtech:meta_block_compressed_45:14, Block of Incoloy 813
gregtech:meta_block_compressed_45:15, Block of Bohrium
gregtech:meta_block_compressed_10:1, Block of Sodalite
gregtech:meta_block_compressed_10:3, Block of Sodium Sulfide
gregtech:meta_block_compressed_53:0, Block of Chromium Trioxide
gregtech:meta_block_compressed_53:2, Block of Zeron 100
gregtech:meta_block_compressed_53:3, Block of Lafium
gregtech:meta_block_compressed_53:4, Block of Pikyonium
gregtech:meta_block_compressed_53:5, Block of Inconel 792
gregtech:meta_block_compressed_53:6, Block of Titan Steel
gregtech:meta_block_compressed_53:7, Block of Tungsten Titanium Carbide
gregtech:meta_block_compressed_53:8, Block of Black Titanium
gregtech:meta_block_compressed_53:9, Block of Quantum
gregtech:meta_block_compressed_53:10, Block of Ruridit
gregtech:meta_block_compressed_53:11, Block of Rhodium Plated Palladium
gregtech:meta_block_compressed_53:14, Block of Rhodium Filter Cake
gregtech:meta_block_compressed_53:15, Block of Zinc Sulfate
gregtech:meta_block_compressed_60:0, Block of Sand
gregtech:meta_block_compressed_60:1, Block of Alumino Silicate Wool
gregtech:meta_block_compressed_60:2, Block of Mica Based Pulp
gregtech:meta_block_compressed_60:3, Block of Enderium
gregtech:meta_block_compressed_60:4, Block of ZPM Superconductor
gregtech:meta_block_compressed_60:5, Block of Polyvinyl Chloride
gregtech:meta_block_compressed_60:6, Block of LuV Superconductor
gregtech:meta_block_compressed_60:7, Block of IV Superconductor
gregtech:meta_block_compressed_60:8, Block of EV Superconductor
gregtech:meta_block_compressed_60:9, Block of HV Superconductor
gregtech:meta_block_compressed_60:10, Block of MV Superconductor
gregtech:meta_block_compressed_60:11, Block of ZPM Superconductor Base
gregtech:meta_block_compressed_60:12, Block of LuV Superconductor Base
gregtech:meta_block_compressed_60:13, Block of IV Superconductor Base
gregtech:meta_block_compressed_60:14, Block of EV Superconductor Base
gregtech:meta_block_compressed_60:15, Block of HV Superconductor Base
gregtech:meta_block_compressed_43:0, Block of Neodymium Yttrium Aluminium Garnet
gregtech:meta_block_compressed_43:1, Block of Fluoroapatite
gregtech:meta_block_compressed_43:2, Block of Germanium Tungsten Nitride
gregtech:meta_block_compressed_43:3, Block of Ruthenium Dioxide
gregtech:meta_block_compressed_43:4, Block of PEDOT
gregtech:meta_block_compressed_43:5, Block of Bismuth Iridiate
gregtech:meta_block_compressed_43:6, Block of Bismuth Ruthenate
gregtech:meta_block_compressed_43:7, Block of Tantalum Hafnium Seaborgium Carbide
gregtech:meta_block_compressed_43:8, Block of Lead Zirconate Titanate
gregtech:meta_block_compressed_43:9, Block of Barium Titanate
gregtech:meta_block_compressed_43:10, Block of Woods Glass
gregtech:meta_block_compressed_43:11, Block of Thoria Doped Tungsten
gregtech:meta_block_compressed_43:12, Block of Polyurethane
gregtech:meta_block_compressed_43:13, Block of Pyrochlore
gregtech:meta_block_compressed_43:14, Block of Columbite
gregtech:meta_block_compressed_43:15, Block of Fluorite
gregtech:meta_block_compressed_28:1, Block of Granite
gregtech:meta_block_compressed_28:12, Block of Magnesia
gregtech:meta_block_compressed_50:0, Block of Berkelium 247
gregtech:meta_block_compressed_50:1, Block of Berkelium
gregtech:meta_block_compressed_50:2, Block of Curium 251
gregtech:meta_block_compressed_50:3, Block of Curium 250
gregtech:meta_block_compressed_50:4, Block of Curium 247
gregtech:meta_block_compressed_50:5, Block of Curium 246
gregtech:meta_block_compressed_50:6, Block of Curium 245
gregtech:meta_block_compressed_50:7, Block of Curium
gregtech:meta_block_compressed_50:8, Block of Americium 245
gregtech:meta_block_compressed_50:9, Block of Americium 243
gregtech:meta_block_compressed_50:10, Block of Americium 241
gregtech:meta_block_compressed_50:11, Block of Plutonium 245
gregtech:meta_block_compressed_50:12, Block of Plutonium 240
gregtech:meta_block_compressed_50:13, Block of Plutonium 239
gregtech:meta_block_compressed_50:14, Block of Plutonium
gregtech:meta_block_compressed_50:15, Block of Neptunium 239
gregtech:meta_block_compressed_16:10, Block of Basaltic Mineral Sand
gregtech:meta_block_compressed_16:11, Block of Granitic Mineral Sand
gregtech:meta_block_compressed_16:12, Block of Garnet Sand
gregtech:meta_block_compressed_16:13, Block of Quartz Sand
gregtech:meta_block_compressed_16:14, Block of Bastnasite
gregtech:meta_block_compressed_16:15, Block of Pentlandite
gregtech:meta_block_compressed_3:1, Block of Palladium
gregtech:meta_block_compressed_3:2, Block of Phosphorus
gregtech:meta_block_compressed_3:3, Block of Platinum
gregtech:meta_block_compressed_3:4, Block of Plutonium 244
gregtech:meta_block_compressed_3:5, Block of Plutonium 241
gregtech:meta_block_compressed_3:6, Block of Potassium
gregtech:meta_block_compressed_3:7, Block of Praseodymium
gregtech:meta_block_compressed_3:8, Block of Promethium
gregtech:meta_block_compressed_3:10, Block of Rubidium
gregtech:meta_block_compressed_3:11, Block of Samarium
gregtech:meta_block_compressed_3:12, Block of Scandium
gregtech:meta_block_compressed_3:13, Block of Silicon
gregtech:meta_block_compressed_3:14, Block of Silver
gregtech:meta_block_compressed_3:15, Block of Sodium
gregtech:meta_block_compressed_41:9, Block of Celestine
gregtech:meta_block_compressed_41:10, Block of Bowieite
gregtech:meta_block_compressed_41:11, Block of Gallite
gregtech:meta_block_compressed_41:12, Block of Arsenopyrite
gregtech:meta_block_compressed_41:13, Block of Witherite
gregtech:meta_block_compressed_41:14, Block of Barytocalcite
gregtech:meta_block_compressed_41:15, Block of Cosmic Neutronium
gregtech:meta_block_compressed_20:0, Block of Gunpowder
gregtech:meta_block_compressed_20:5, Block of Paper
gregtech:meta_block_compressed_20:6, Block of Rare Earth
gregtech:meta_block_compressed_20:11, Block of Nether Star
gregtech:meta_block_compressed_25:2, Block of Potash
gregtech:meta_block_compressed_25:3, Block of Soda Ash
gregtech:meta_block_compressed_25:10, Block of Gallium Arsenide
gregtech:meta_block_compressed_25:11, Block of Polyphenylene Sulfide
gregtech:meta_block_compressed_24:7, Block of Silicone Rubber
gregtech:meta_block_compressed_24:8, Block of Polydimethylsiloxane
gregtech:meta_block_compressed_24:11, Block of Polystyrene
gregtech:meta_block_compressed_24:13, Block of Raw Styrene-Butadiene Rubber
gregtech:meta_block_compressed_24:14, Block of Styrene-Butadiene Rubber
gregtech:meta_block_compressed_26:5, Block of Indium Gallium Phosphide
gregtech:meta_block_compressed_26:6, Block of Platinum Group Sludge
gregtech:meta_block_compressed_26:7, Block of Ferrite Mixture
gregtech:meta_block_compressed_26:8, Block of Nickel Zinc Ferrite
gregtech:meta_block_compressed_8:0, Block of Lazurite
gregtech:meta_block_compressed_8:1, Block of Magnalium
gregtech:meta_block_compressed_8:2, Block of Magnesite
gregtech:meta_block_compressed_8:3, Block of Magnetite
gregtech:meta_block_compressed_8:4, Block of Molybdenite
gregtech:meta_block_compressed_8:5, Block of Nichrome
gregtech:meta_block_compressed_8:6, Block of Niobium Nitride
gregtech:meta_block_compressed_8:7, Block of Niobium-Titanium
gregtech:meta_block_compressed_8:10, Block of Obsidian
gregtech:meta_block_compressed_8:11, Block of Tricalcium Phosphate
gregtech:meta_block_compressed_8:12, Block of Pig Iron
gregtech:meta_block_compressed_8:13, Block of Polyethylene
gregtech:meta_block_compressed_8:14, Block of Epoxy Resin
gregtech:meta_block_compressed_8:15, Block of Polysiloxane
gregtech:meta_block_compressed_21:7, Block of Cocoa
gregtech:meta_block_compressed_57:0, Block of Zirconium
gregtech:meta_block_compressed_57:14, Block of Phthalic Anhydride
gregtech:meta_block_compressed_23:5, Block of Sodium Hydroxide
gregtech:meta_block_compressed_23:6, Block of Quicklime
gregtech:meta_block_compressed_23:14, Block of Sodium Bisulfate
gregtech:meta_block_compressed_29:2, Block of Phosphorous Pentoxide
gregtech:meta_block_compressed_29:6, Block of Fiber-Reinforced Epoxy Resin
gregtech:meta_block_compressed_58:12, Block of Incoloy MA-956
gregtech:meta_block_compressed_58:13, Block of HG-1223
gregtech:meta_block_compressed_58:14, Block of Babbitt Alloy
gregtech:meta_block_compressed_58:15, Block of Nitinol 60
gregtech:meta_block_compressed_62:0, Block of 4,4'-Oxydianiline-Pyromellitimide
gregtech:meta_block_compressed_62:1, Block of Neutronium
gregtech:meta_block_compressed_62:4, Block of Meat
gregtech:frame_uranium_radioactive:0, Uranium Frame
gregtech:frame_uranium_radioactive:1, Uranium Frame
gregtech:frame_uranium_radioactive:2, Uranium Frame
gregtech:frame_uranium_radioactive:3, Uranium Frame
gregtech:frame_uranium_radioactive:4, Uranium Frame
gregtech:frame_uranium_radioactive:5, Uranium Frame
gregtech:frame_uranium_radioactive:6, Uranium Frame
gregtech:frame_uranium_radioactive:7, Uranium Frame
gregtech:frame_uranium_radioactive:8, Uranium Frame
gregtech:frame_uranium_radioactive:9, Uranium Frame
gregtech:frame_uranium_radioactive:10, Uranium Frame
gregtech:frame_uranium_radioactive:11, Uranium Frame
gregtech:frame_uranium_radioactive:12, Uranium Frame
gregtech:frame_uranium_radioactive:13, Uranium Frame
gregtech:frame_uranium_radioactive:14, Uranium Frame
gregtech:frame_uranium_radioactive:15, Uranium Frame
gregtech:frame_americium:0, Americium Frame
gregtech:frame_americium:1, Americium Frame
gregtech:frame_americium:2, Americium Frame
gregtech:frame_americium:3, Americium Frame
gregtech:frame_americium:4, Americium Frame
gregtech:frame_americium:5, Americium Frame
gregtech:frame_americium:6, Americium Frame
gregtech:frame_americium:7, Americium Frame
gregtech:frame_americium:8, Americium Frame
gregtech:frame_americium:9, Americium Frame
gregtech:frame_americium:10, Americium Frame
gregtech:frame_americium:11, Americium Frame
gregtech:frame_americium:12, Americium Frame
gregtech:frame_americium:13, Americium Frame
gregtech:frame_americium:14, Americium Frame
gregtech:frame_americium:15, Americium Frame
gregtech:frame_quantum:0, Quantum Frame
gregtech:frame_quantum:1, Quantum Frame
gregtech:frame_quantum:2, Quantum Frame
gregtech:frame_quantum:3, Quantum Frame
gregtech:frame_quantum:4, Quantum Frame
gregtech:frame_quantum:5, Quantum Frame
gregtech:frame_quantum:6, Quantum Frame
gregtech:frame_quantum:7, Quantum Frame
gregtech:frame_quantum:8, Quantum Frame
gregtech:frame_quantum:9, Quantum Frame
gregtech:frame_quantum:10, Quantum Frame
gregtech:frame_quantum:11, Quantum Frame
gregtech:frame_quantum:12, Quantum Frame
gregtech:frame_quantum:13, Quantum Frame
gregtech:frame_quantum:14, Quantum Frame
gregtech:frame_quantum:15, Quantum Frame
gregtech:frame_hssg:0, HSS-G Frame
gregtech:frame_hssg:1, HSS-G Frame
gregtech:frame_hssg:2, HSS-G Frame
gregtech:frame_hssg:3, HSS-G Frame
gregtech:frame_hssg:4, HSS-G Frame
gregtech:frame_hssg:5, HSS-G Frame
gregtech:frame_hssg:6, HSS-G Frame
gregtech:frame_hssg:7, HSS-G Frame
gregtech:frame_hssg:8, HSS-G Frame
gregtech:frame_hssg:9, HSS-G Frame
gregtech:frame_hssg:10, HSS-G Frame
gregtech:frame_hssg:11, HSS-G Frame
gregtech:frame_hssg:12, HSS-G Frame
gregtech:frame_hssg:13, HSS-G Frame
gregtech:frame_hssg:14, HSS-G Frame
gregtech:frame_hssg:15, HSS-G Frame
gregtech:frame_incoloy_ma:0, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:1, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:2, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:3, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:4, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:5, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:6, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:7, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:8, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:9, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:10, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:11, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:12, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:13, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:14, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:15, Incoloy MA-956 Frame
gregtech:frame_potin:0, Potin Frame
gregtech:frame_potin:1, Potin Frame
gregtech:frame_potin:2, Potin Frame
gregtech:frame_potin:3, Potin Frame
gregtech:frame_potin:4, Potin Frame
gregtech:frame_potin:5, Potin Frame
gregtech:frame_potin:6, Potin Frame
gregtech:frame_potin:7, Potin Frame
gregtech:frame_potin:8, Potin Frame
gregtech:frame_potin:9, Potin Frame
gregtech:frame_potin:10, Potin Frame
gregtech:frame_potin:11, Potin Frame
gregtech:frame_potin:12, Potin Frame
gregtech:frame_potin:13, Potin Frame
gregtech:frame_potin:14, Potin Frame
gregtech:frame_potin:15, Potin Frame
gregtech:frame_black_steel:0, Black Steel Frame
gregtech:frame_black_steel:1, Black Steel Frame
gregtech:frame_black_steel:2, Black Steel Frame
gregtech:frame_black_steel:3, Black Steel Frame
gregtech:frame_black_steel:4, Black Steel Frame
gregtech:frame_black_steel:5, Black Steel Frame
gregtech:frame_black_steel:6, Black Steel Frame
gregtech:frame_black_steel:7, Black Steel Frame
gregtech:frame_black_steel:8, Black Steel Frame
gregtech:frame_black_steel:9, Black Steel Frame
gregtech:frame_black_steel:10, Black Steel Frame
gregtech:frame_black_steel:11, Black Steel Frame
gregtech:frame_black_steel:12, Black Steel Frame
gregtech:frame_black_steel:13, Black Steel Frame
gregtech:frame_black_steel:14, Black Steel Frame
gregtech:frame_black_steel:15, Black Steel Frame
gregtech:frame_maraging_steel_a:0, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:1, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:2, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:3, Maraging Steel 250 Frame
